Institution,sfr,infrastructure,out turn,Score
"SHREE BHAGWAN MAHAVEER PG COLLEGE ,SANCHORE (Id: C-55282)",15.55,,296,
"Shree Bhagwan Mahaveer Snatakottar Mahavidyalay Pavanagar (Fazil Nagar), Kushinagar (Id: C-14220)",8.833333333,,250,
"SHREE BHAGWATI COLLEGE, KAREDA (Id: C-50793)",12.6,,37,
Shree Bharateeya Sanskriti Prabodhinis Gomantak Ayurveda Mahavidyalaya & Research Centre  Shiroda (Id: C-30874),8.571428571,,52,
"Shree Bharathi College, Vivekananda Road, Nanthoor, Mangalore (Id: C-16917)",16.75,,27,
Shree Bharatimaiya College of Optometry and Physiotherapy (Id: C-47301),6,,82,
Shree Bheemarao Patil College of Physiotherapy Humnabad (Id: C-61749),90.58823529,,0,
"Shree BH Govt. Medical College, Chakkar Bardi, Dhule (Id: C-13880)",29.59090909,,97,
Shree B. K. Patel Arts and Smt. L. M. Patel Commerce College (Id: C-5864),51,,103,
"Shree Chanakya Education Society's Indira College of Architecture and Design, S.No. 85, Pune - Mumbai Highway, Tathawade, Taluka - Mulshi, District - Pune 411033 (Id: C-54223)",12.0625,,0,
"Shree Chanakya Education Society's Indira Global Bussiness School  Address: Sr. No. 64,65, Gat no. 276, Parandwadi, Near Somatane Phata, Off Old Pune Mumbai Highway, Taluka- Maval District Pune 410506   (Id: C-41359)",26.5862069,,59,
"Shree Chanakya Education Societys Indira Institute of Management, Pune Mumbai Highway, Near Wakad Police Station, Tathwade, Pune 411033 (Id: C-41542)",87.45454545,,337,
Shree Chanakya Education Societys Indira School of Business Studies (Id: C-50910),41.33333333,,57,
SHREE CHANDRABHAN SINGH MAHAVIDYALA  (Id: C-56232),4.777777778,,33,
SHREE CHANDRAPRABU JAIN COLLEGE (Id: C-43971),8.25,,0,
Shree College of Education (Id: C-15037),13.23809524,,15,
"Shree Damodar Lal Vyas Kanya Mahavidyalaya, Bharatpur (Id: C-39209)",13.125,,151,
"SHREE D.D. KOTIYAWALA MUNI. LAW COLLEGE, PORBANDAR (Id: C-856)",11.5,,56,
Shree Dev bhoomi Institute of Education Science & Technology (Id: C-21315),32.15384615,,191,
"Shree Devi College, Mangalore (Id: C-16918)",54,,45,
"Shree Devi College of Information Science, Ballalbagh, Mangalore (Id: C-16842)",39.3,,23,
Shree Devi College of Nursing (Id: C-40253),17.875,,29,
Shree Devi College of Pharmacy (Id: C-40605),79.57142857,,128,
"Shree Devi College of Physiotherapy, Mangalore (Id: C-44939)",29.5,,43,
"Shree Devi Institute of Technology, MANGALORE (Id: C-1405)",16.25,,438,
SHREE DEVMANI ARTS & COMMERCE COLLEGE-VISAVDAR (Id: C-812),0.833333333,,100,
SHREE DEV VIDYAPEETH MAHILA MAHAVIDAYALA (Id: C-53526),3,,0,
"SHREE DHANESHWARI MANAV VIKAS MANDALS COLLEGE OF PHARMACY (B.PHARM), HATTA TQ. BASMATH DIST. HINGOLI (Id: C-57790)",22,,13,
SHREE DHANVANTARY COLLEGE OF DIPLOMA ENGINEERING-981 (Id: C-48650),43.71428571,,44,
"Shree Dharmasthala Manjunatheshwara College of Education, Ujire, Belthangady (Id: C-16888)",38.33333333,,35,
"SHREE DIGAMBAR DEGREE COLLEGE OF NURSING, BHARATPUR (Id: C-47058)",43.27272727,,53,
"SHREE DIGAMBER INSTITUTE OF TECHNOLOGY,Mitrapura,DAUSA (Id: C-25080)",23.71428571,,178,
SHREE DILIPBHAI K KATARA MSW COLLEGE SHAMLAJI (Id: C-62064),53.57142857,,0,
SHREE DINESHBHAI SHAMJIBHAI RAVANI SCIENCE COLLEGE (Id: C-58194),96.625,,0,
"SHREE D.K. KAPURIA ARTS COLLEGE AND S.B. GARDI COMMERCE COLLEGE, KALAVAD (Id: C-735)",14.94117647,,68,
"SHREE DWARKADHISH INSTITUTE OF MANAGEMENT AND SCIENCE,PRATAP PURA (Id: C-40037)",47,,84,
"SHREE  DWARKADHISH TEACHERS TRAINING COLLEGE,PRATAP PURA (Id: C-39917)",30,,96,
SHREE GANAPATI INSTITUTE OF EDUCAITON & TECHNOLOGY (Id: C-28454),4,,22,
SHREE GANDHI JYOTI MAHILA MAHAVIDYALAY BHUSAWAR  (Id: C-57721),66.11111111,,75,
"SHREE GANESHBHAI NAGJIBHAI PATEL COMMERCE COLLEGE, NANIKADI (Id: C-48499)",4.736842105,,76,
"SHREE GANESH MAHILA MAHAVIDHALAY, MAHISHWASH KALAN ROJDA (Id: C-50833)",54.76923077,,100,
Shree Ghatkopar Sarvajanik Jivdaya Khatu Aruna Manharlal Shah Institute of Management & Research At R B Kadam Marg Jivdaya Lane Ghatkopar (W) Mumbai 400 086 (Id: C-33602),11.6875,,40,
SHREE G H PATEL COLLEGE OF EDUCATION (Id: C-6730),74.23529412,,97,
Shree G.H. Sanghavi Shikshan Mahavidyalaya (Id: C-7185),79.28571429,,47,
SHREE G. K. & C. K. BOSAMIA ARTS & COMMERCE COLLEGE - JETPUR (Id: C-1048),27.75,,180,
Shree G. L. Kakadia College of Commerce and Management (Id: C-7163),9.230769231,,122,
"SHREE GOKUL MAHAVIDHYALAY ARNIYALI,DHORIMANA  (Id: C-60179)",5.823529412,,136,
"Shree Gopalkrishna Sanskrit Mahavidyalaya, Patan (Id: C-1144)",8.888888889,,21,
" Shree Goraksha Arts Commerce and Science Senior Collage, Khamgaon, Aurangabad. (Id: C-60118)",3.555555556,,0,
"shree goraksha college of pharmacy and research center, khamgaon (Id: C-60201)",5.121495327,,0,
"SHREE GRAMOTTHAN COLLEGE, SEDWA (Id: C-59340)",42.625,,332,
"Shree Guru Govindsinghji College, Cidco, Nanded (Id: C-7453)",10.2,,52,
Shree Guru Maharshi Degree College (Id: C-58695),21,,36,
"SHREE GURU MALLIKARJUN COLLEGE OF EDUCATION(B.ED),CHADCHAN-586205 (Id: C-56649)",22.37142857,,36,
SHREE GURUVANDNA EDUCATIONAL TRUST. SANCHALIT ARTS COLLEGE-DERDI(TAL.GONDAL) (Id: C-14061),15.875,,438,
SHREE HANSARAJBHAI SAVAJIBHAI RADADIYA NURSING COLLEGE (Id: C-58676),7.764705882,,47,
Shree Hanumat Institute of Management and Technology (Id: C-60036),9.38,,0,
SHREE HARI KANYA MAHAVIDHYALAY KOTDA (Id: C-56236),4.4375,,104,
"Shree Hari Polytechnic Institute, Nani Kadi 677 (Id: C-71)",26.83333333,,14,
SHREE HARI TT COLLEGE KOTDA (Id: C-60971),73.75,,94,
Shree H.K. Parekh College of Management (Id: C-7157),7.804123711,,38,
SHREE H.N. SHUKLA COLLEGE OF IT & MANAGEMENT - RAJKOT (Id: C-17372),44.75,,894,
"Shree H.N.Shukla College of Management Studies,Rajkot (SFI) 759 (Id: C-219)",41.75,,60,
SHREE H N SHUKLA DIPLOMA ENGINEERING COLLEGE - 980 (Id: C-48580),7.083333333,,0,
"SHREE H.N.SHUKLA INSTITUTE OF PHARMACEUTICAL EDUCATION & RESEARCH, RAJKOT 250  (Id: C-348)",26.04347826,,0,
Shree H.R.Mehta M.Ed Mahila College (Id: C-58738),24.33333333,,0,
SHREE INSTITUTE OF PROFESSIONAL STUDIES (Id: C-61286),8.853932584,,89,
"Shree Institute of Technical Education, Krishnapuram(V), Tirupathi (Rural) (Id: C-26853)",40.83333333,,179,
SHREE JAGAT NARAYAN COLLEGE JATARA (Id: C-56668),20.55555556,,197,
"SHREE JAGDAMBA SANSTHA'S PIBM - TIRUPATI INSTITUTE OF MANAGEMENT, Sr.No. 24, Shindewadi, Pune-Satara Road, Pune 412205 (Id: C-59562)",11.06451613,,31,
"SHREE JAGDEV SINGH MAHAVIDHYALAYA,ATRAULI (Id: C-48924)",6.566037736,,408,
"Shree Jahanvi Sanskrit Mahavidyalaya, Amreli (Id: C-1147)",12.375,,4,
"SHREE JAMBU BRAHMAN KANVA SANSKRIT MAHAVIDYALAYA, CHANDOD (Id: C-49519)",12.04166667,,17,
"SHREE JANANI WOMENs COLLEGE, SHORAPUR (Id: C-48635)",8.93442623,,477,
SHREE JASUBHAI DHANABHAI BARAD COMMERCE COLLEGE - AJOTHA (Id: C-60157),50,,0,
SHREE J.B. DHARUKAWALA MAHILA ARTS COLLEGE B.COM (ENGLISH MEDIUM) ADDITIONAL DIVISION SELF FINANCE (FOR WOMENS) (Id: C-582),9.083333333,,239,
Shree J.C. Kumarappa Mahavidyalaya (Id: C-7189),47.30769231,,61,
"SHREE JEE BABA INSTITUTE OF PROFESSIONAL STUDIES, SEMARI CHATA, MATHURA (Id: C-46296)",16.53333333,,6,
Shreejee Degree College Khargone (Id: C-60042),13.85714286,,0,
"Shreejee Institute of Technology and Management , Khandwa  Road, , Khargone (Id: C-36197)",12.38461538,,96,
shree Ji College  (Id: C-62560),19.75,,0,
"Shreeji Teachers Training College, Bijolia (Id: C-30876)",52.57142857,,0,
Shree J.K. Lukhi Arts and Commerce College (Id: C-7174),26.57142857,,30,
Shree J. L. K. Kotecha Arts & S. H. Gardi Commerce College (Id: C-5859),8.5,,77,
"Shree JM Patel Arts College, Anand (Id: C-1224)",3.4375,,55,
"Shree JM Patel Institute of Social Work and Applied Arts, Anand (Id: C-1209)",26.25,,57,
"Shree JM Patel Institute of Studies & Research in Humanities, Anand (Id: C-1155)",35.88888889,,101,
SHREE J.S.PARMAR ARTS & COMMERCE COLLEGE-KODINAR (Id: C-1050),30.06666667,,366,
Shree Kaljibhai R Katara Arts College Shamlaji (Id: C-6706),31.25,,881,
"SHREE KANIRAM COLLEGE, KEKAR (Id: C-52374)",8.6,,30,
"SHREE KANIRAM GIRLS COLLEGE, RAWATSAR (Id: C-51895)",36.71428571,,74,
SHREE KARMYOG COMMERCE COLLEGE (Id: C-56508),8.65,,0,
Shree Kelavani Mandal Sanchalit Mahila Arts College Dhasagam (Id: C-7136),76.28571429,,48,
"Shree Kesha Balaji TT College, Sikar (Id: C-39141)",32.75,,98,
"SHREE K.M. SAVJANI & SMT. K.K. SAVJANI B.B.A./B.C.A. COLLEGE,  VERAVAL (Id: C-790)",9.384615385,,104,
SHREE KOKILABEN KARSANBHAI PATEL GIRLS SCIENCE COLLEGE (Id: C-50323),11.125,,52,
"SHREE K.O. SHAH MUNI. ARTS & COMMERCE COLLEGE, DHORAJI (Id: C-746)",47.59090909,,18,
SHREE K.P. DHOLAKIYA INFOTECH MAHILA COLLEGE-AMRELI (Id: C-997),7.111111111,,111,
Shree Krishna College Of Pharmacy (Id: C-63554),4.193548387,,0,
SHREE KRISHNA DEGREE COLLEGE  6U (Id: C-57257),47,,10,
Shree Krishna Educational Charitable Society Groups of Institutions (Id: C-10411),1.341463415,,38,
SHREE KRISHNA EDUCATIONAL INSTITUTE (Id: C-58935),14.46153846,,97,
"shree krishna institute of nursing,bhabher (Id: C-58575)",22.42857143,,0,
"SHREE KRISHNA MAHAVIDHYALAYA, SIKANDRA (DAUSA) (Id: C-57717)",55.42222222,,28,
"Shree Krishna Pranami Arts College,Dahod (Id: C-50551)",15.41666667,,63,
"SHREE KRISHNA SHARDA DEVI MAHILA MAHAVIDYALAYA, MAWAIYA, MIRZAPUR (Id: C-57728)",,,191,
SHREE KRISHNA T T COLLEGE SIKANDRA  (Id: C-63095),10.47058824,,0,
"SHREE K S DEGREE COLLEGE, ASMOLI (Id: C-56921)",0,,145,
"SHREE KSHETRA AJUBAI PRESIDENCY SENIOR and JR. COLLEGE OF SCIENCE, ARTS, COMMERCE, ANWA (Id: C-60358)",41.5,,66,
"SHREE K S JAVERI COMMERCE COLLEGE, GADH (Id: C-48496)",8.142857143,,59,
"SHREE KUMARBHAI SEVANTILAL JAVERI SCIENCE COLLEGE, GADH (Id: C-52636)",24.4375,,27,
"SHREE KUMARI SINOMI HITEN GARDI COMMERCE COLLEGE, NR BHARATNAGAR CHOCK (Id: C-49664)",14,,28,
"Shree Lakshmi Narayan Ayurvedic College, O/S Lohgarh Gate, Amritsar (Id: C-29148)",104.5833333,,29,
"SHREE LALLA SINGH MAHAVIDHIYALAY, BARAHA (Id: C-49932)",4.666666667,,205,
SHREE LAXMAN PRASAD RAJ MAHAVIDYALAYA (Id: C-50156),17,,29,
"SHREE LBS COLLEGE OF NURSING, JODHPUR (Id: C-47159)",39.27272727,,27,
"SHREE L R TIWARI COLLEGE OF ENGINEERING, THANE (Id: C-46313)",24.6,,547,
Shree L.R.Tiwari College of Law (Id: C-59878),69,,0,
"SHREE L.R.TIWARI DEGREE COLLEGE OF ARTS, COMMERCE and SCIENCE (Id: C-60204)",26.85714286,,0,
"SHREE LUMBARAM MEMORIAL COLLEGE, LOHAWAT (Id: C-59776)",4.777777778,,0,
"SHREE MAHALAXMI DISTRICT INSTITUTE OF EDUCATION AND TRAINING, AHMEDABAD (RURAL) (Id: C-61774)",inf,,47,
Shree Mahalaxmiji Mahila Homeopathic Mediacal College (Id: C-7166),inf,,99,
SHREE MAHALAXMI WOMENS ARTS AND COMMERCE DEGREE COLLEGE JEWARGI (Id: C-59700),0,,0,
"Shree Maharani Tarabai Government College of Education, Kolhapur (Id: C-11078)",12.0625,,36,
"SHREE MAHARSHI DAYANAND SARASWATI B Ed COLLEGE, TANKARA (Id: C-47334)",51.28571429,,101,
"SHREE MAHAVEER JI LAW COLLEGE, AHMAD NAGAR, MAZLISHPUR (Id: C-52869)",70.84615385,,14,
"Shree Mahavir Education Society's Nashik Sanghavi College of Engineering  Address: Mhasrul Varvandi Road,  Village Varvandi,  Nashik-422202  Taluka: Dindori District: Nashik (Id: C-41333)",17.36842105,,112,
SHREE MAHILA COLLEGE (Id: C-50355),12.11111111,,42,
"SHREE MAHILA SCIENCE COLLEGE,KODINAR (Id: C-56509)",13.91666667,,94,
"SHREE MANIBEN KARSANBHAI SAVALIYA ARTS COLLEGE, BADHADA (Id: C-50347)",66.08695652,,13,
"Shreemant Bhaiyyasaheb Rajemane College, MHASWAD (Id: C-11205)",184.047619,,208,
"SHREEMANT SHIVAJIRAJE COLLEGE OF HORTICULTURE, PHALTAN (Id: C-50701)",92.25,,69,
Shree Manubhai Patel Dental College and Hospital (Id: C-7151),33.375,,53,
Shree Markandeshwar Institute of Management (SMIM) (Id: C-10627),7,,4,
Shree Maruti Vidhya Mandir College of B.S.W. (Id: C-55696),20.63636364,,9,
Shree Maruti Vidyamandir College of Business Management and Computer Science-B.C.A. (Id: C-7213),12.375,,0,
Shreemati Jamnabai H. Wadhwa College of Technology and Kothari College of Management Studies (Id: C-44323),31.16666667,,56,
"SHREE MATI KALAVATI DEVI PRATHVI PAL SINGH MAHILA MAHAVIDYALAYA KAMASIN BANDA, BANDA (Id: C-58994)",20.58333333,,92,
Shree M.D.Patel Arts and Science College Takhatpur (Id: C-52863),54.2,,115,
SHREE MEDHA DEGREE COLLEGE  (Id: C-54006),27.15384615,,222,
Shree M.L.Kakadiya MCA Mahila College Amreli (Id: C-51604),10,,47,
shree M M Shah physiotherapy College (Id: C-58573),5.25,,0,
SHREE MOHANBHAI MEGHAJIBHAI KANANI COMMERCE COLLEGE (Id: C-59970),5.555555556,,0,
"Shree Muktanand Samskrit Mahavidyalaya, Magod (Valsad) (Id: C-45257)",105.6666667,,8,
"Shree Muralidhar Bhagwat Lal Mahavidyalay, Mathauli Bazar, Kushinagar (Id: C-14144)",21.53333333,,989,
"SHREE MURLIDHAR MAHAVIDHALYA, JAITPUR (Id: C-53095)",22.61538462,,22,
Shree Naranjibhai Lalbhai Patel College of Pharmacy (Id: C-195),54.23076923,,62,
Shree Narayana Mandir Samitis  Sree Narayan Guru College of Education (B.Ed.) at Boria P L Lokhande Marg Chembur Mumbai 400 089 (Id: C-33848),72.875,,40,
SHREE NARAYANA NURSING INSTITUTE (Id: C-63838),6.666666667,,0,
Shree Narayan College of Commerce (Id: C-5914),68.57142857,,445,
"Shree Narayan Sanskrit Mahavidyalaya, Petlad (Id: C-1125)",11.82758621,,58,
Shree Narmada Gramvidhyapith (Id: C-17863),17.11111111,,68,
"Shree Narmada Sanskrit Ved Pathshala, Bharuch (Id: C-1133)",7,,6,
SHREENATH COLLEGE (Id: C-57654),15.125,,18,
SHREENATH MAHAVIDHYALAYA (Id: C-59645),9.647058824,,0,
SHREE NAVJIVAN BED COLLEGE (Id: C-6829),12.80645161,,99,
Shreenivasa Engineering College (Id: C-36976),16.75,,106,
SHREE N.L.AMODRA B.SC.NURSING COLLEGE CHARADVA (Id: C-60283),7.692307692,,0,
SHREE N M GOPANI POLYTECHNIC RANPUR (Id: C-255),16.39583333,,67,
"SHREE NRASINGH COLLEGE OF NURSING, BHARATPUR (Id: C-47059)",18.57142857,,46,
SHREE N S PATEL LAW COLLEGE MODASA (Id: C-6780),33.08333333,,67,
SHREE ODHAVJIBHAI RAVAJIBHAI BHALODIYA MAHILA SCIENCE COLLEGE (Id: C-50354),66,,93,
"SHREE OM COLLEGE OF COMPUTER SCIENCE, RAJKOT (Id: C-963)",3.25,,13,
SHREE PAL SINGH MAHAVIDYALAYA (Id: C-53985),12.54166667,,17,
Shree Panchal Samaj Madhyavarti Mandals Yeshwantrao Chaphekar Vidyasankul Tembhode College Road Palghar (West) Tal Palghar Dist Thane (Id: C-34037),18.21428571,,563,
"SHREE PANCHOTIYA PARIVAR ARTS AND COMMERCE COLLEGE, DABHODA (Id: C-60154)",20,,51,
"Shree Pandharinath Arts & Commerce College, Narkhed. (Id: C-18685)",13.5862069,,136,
SHREE PANDIT NATHULALJI VYAS TECHNICAL CAMPUS(114) (Id: C-47848),29.61538462,,11,
SHREE PANDIT NATHULALJI VYAS TECHNICAL CAMPUS - 962 (Id: C-48584),12.375,,5,
"SHREE PANDIT NATHULALJI VYAS TECHNICAL CAMPUS, WADHWAN-835 (Id: C-49618)",17.11764706,,17,
"Shree Parashar Brahma Sudhakar Pandey Damyanti Devi Institute of Girls Education, Raikwardeeh, Mau (Id: C-57586)",15.61111111,,0,
"Shree Parekh Arts, Science and Commerce College (Id: C-7137)",30.6,,190,
SHREE PARSHWANATH MAHAVIDHYALAYA (Id: C-50187),27.64516129,,37,
Shree Patel Vidhya Mandir Science College (Id: C-58777),13.71428571,,0,
"Shree PM Patel College of Computer Science & Technology, Anand (Id: C-1204)",5.355555556,,29,
"Shree PM Patel College of Education, Anand (Id: C-1185)",0,,46,
"Shree PM Patel College of Electronics & Communication, Anand (Id: C-1186)",10.66666667,,117,
"Shree PM Patel College of Law & Human Rights, Anand (Id: C-1191)",0,,101,
"Shree PM Patel College of Paramedical Science and Technology, Anand (Id: C-1187)",33.875,,43,
"Shree PM Patel Institute of Biosciences, Anand (Id: C-1214)",28.18181818,,88,
"Shree PM Patel Institute of Business Administration, Anand (Id: C-1219)",31.63636364,,11,
"Shree PM Patel Institute of Integrated M.Sc. in Biotechnology, Anand (Id: C-1189)",40.44,,23,
"Shree PM Patel Institute of Postgraduate Studies & Research in Science, Anand (Id: C-1173)",11.42857143,,138,
Shree Pooniram Memorial College Bhadoti  (Id: C-60129),4.5,,0,
"Shree Prabhurajendra College of Physical Education, Gadag. (Id: C-35451)",28.25,,15,
SHREE RAAMACHANDRA COLLEGE OF EDUCATION (Id: C-55069),3,,42,
"Shree Radheshyam B.Ed, College (Id: C-7168)",96.59259259,,47,
"Shree Radhey PG Mahavidyalaya, Bharatpur (Id: C-38422)",6,,287,
Shree Ragavendra College of Education (Id: C-14539),15.21052632,,95,
"Shree Raghavendra Arts &Science College ,Keezhamoongiladi,Chidhambaram-608 102 (Id: C-36436)",10.75,,353,
SHREE RAGHUNATH MAHAVIDHYALAY (Id: C-58613),0,,0,
"Shree Rahul Education Society Rahul B.Ed. College Co Mother Mary's English High School,  Rahul Park,  Bhayandar (E)Thane - 401105 (Id: C-33874)",61.28571429,,47,
"Shree Rainath Brahamdev Mahavidyalay, Salempur, Deoria (Id: C-14191)",17.14285714,,344,
Shree Rajendra Suri Govt. College Sardarpur ? Rajgarh Dhar   (Id: C-29683),24.125,,83,
"Shree Rajiv Gandhi Government College, Banda (Id: C-56688)",8.5,,309,
"Shree Rajkiya Sanskrit Pathshala, Petlad (Id: C-1126)",15,,10,
"SHREE RAMANA DEGREE COLLEGE, PUTTUR (Id: C-48332)",0,,119,
SHREE RAMAN SINGH DEGREE COLLEGE KHIRARI RAYA MATHURA (Id: C-15535),13,,234,
SHREE RAM AYURVEDIC MEDICAL COLLEGE AND HOSPITAL (Id: C-62319),4.846938776,,0,
SHREE RAMBA DISTRICT INSTITUTE OF EDUCATION & TRAINING -PORBANDAR (Id: C-1040),6.25,,97,
"Shree Ramchandra Education Society Lonikand, Pune Shree Ramchandra College of Engineering,  Address: Gat No 351 and 333-1, A-p Lonikand, Pune-Nagar Road  Taluka: Haweli (excluding Corporation Area) District: Pune (Id: C-41486)",7.125,,194,
Shree Ram College (Id: C-40946),9.447368421,,83,
"Shree Ram College, Jaipur (Id: C-39145)",71,,117,
"SHREE RAM COLLEGE OF NURSING, JAIPUR (Id: C-47124)",15.94736842,,33,
SHREE RAM COLLEGE OF PHARMACY (Id: C-59921),8.333333333,,0,
SHREE RAM COLLEGE OF VETERINARY SCIENCE (Id: C-60860),10.41666667,,22,
Shree Ramkrishna Institute of Computer Education & Applied Sciences (Id: C-21402),32.5,,423,
"SHREE RAM LAW COLLEGE, GHATAMPUR (Id: C-50138)",20.25,,123,
SHREE RAM MAHILA T.T. COLLEGE (Id: C-51392),38.91666667,,95,
Shree Ram Mulkh College of Education (Id: C-10791),0.25,,168,
Shree Ram Mulkh Institute of Engg. & Tech. (Id: C-10756),0,,49,
"SHREE RAM SINGH VISHNOI MEMO BSC NURSING, JODHPUR (Id: C-47160)",8.8,,30,
"Shree Ram TT Coolege, Sikar (Id: C-38341)",81,,93,
"Shree Ram Yoga Kendra, Rajkot (Id: C-1140)",85.4,,111,
SHREE RANGHEY RAGHAV P.G. COLLEGE WEIR (Id: C-53106),1.333333333,,947,
Shree Rang Navchetan Commerce CollegeValia (Id: C-62063),7.375,,0,
SHREE RASHIKLAL M DHARIVALA MAHILA COMMERCE COLLAGE (Id: C-47820),13.88888889,,43,
"SHREE RASIKAL M DHARIVAL MAHILA ARTS COLLEGE, VALUKAD (Id: C-49665)",8.333333333,,37,
Shree Ravikumar Parbatbhai Chavda Mahila Arts College (Id: C-61465),26.82608696,,0,
Shree Rayeshwar Institute of Engineering  & Information Technology Shiroda (Id: C-44947),25.53846154,,133,
SHREE R K PATEL BCA COLLEGE NANIKADI (Id: C-6673),13.44444444,,40,
"Shree R M D Ayurveda College and Hospital, Waghaldhara (Id: C-56120)",47.77777778,,0,
"Shree R.N. Patel Institute of Design., Anand (Id: C-55727)",11.33333333,,0,
"SHREE R. R. COLLEGE WEIR, BHARATPUR (Id: C-59603)",16.9,,328,
SHREE R.S.KANDORIYA SCIENCE COLLEGE - NANDANA (Id: C-57334),22.82142857,,0,
SHREE SAHAJANAND COLLEGE OF SCIENCE (Id: C-53098),39.22222222,,19,
Shree Sahajanand Institute of Management (SFI)-Bhavnagar 761  (Id: C-132),3.4,,12,
SHREE SAHAJANAND INSTITUTE OF SCIENCE AND TECHNOLOGY (Id: C-55680),9.8,,36,
"SHREE SAHJANAND ARTS AND COMMERCE COLLEGE, DAMNAGAR (Id: C-50346)",12.75,,78,
Shree Sahjanand Institute of Nursing College (Id: C-7179),53.17647059,,352,
"SHREE SAHJANAND INSTITUTE OF PHYSIOTHERAPY AKVADA, GOHOGHA ROAD (Id: C-49666)",18.8,,47,
Shree Sai College of Nursing and Research Centre Ratnapur Taluka Jamkhed District Ahmednagar-413201 (Id: C-59881),23.04597701,,15,
SHREE SAI COMPUTERS BHOPAL (Id: C-31208),14.75,,176,
"Shree Sai Institute of Technology,  Jaora Road, Ratlam 45700 (Id: C-35984)",14.66666667,,19,
"SHREE SAI PRASAD COLLEGE OF ARTS, SALWA, MOUDA (Id: C-49835)",37.97368421,,20,
Shree Samanvay Institute of Business Administration (SFI)-Botad -Bhavnagar. 762 (Id: C-144),176.7142857,,11,
SHREE SAMARPAN COLLEGE (Id: C-61175),127.4210526,,0,
"Shree Samarth Academics Shree Samarth College of Education & Research B.Ed. Mhasane  Phata, Tal. Parner, Dist. Ahmednagar (Id: C-41626)",17,,46,
Shree Samarth Shikshan Va Krida Prasarak Mandal Akola s Samarth Nursing BSc College Akola (Id: C-59618),20.68421053,,7,
"Shree Samarth Ved Vidyalaya, Dhalegaon Dist. Parbhani (Id: C-16232)",430,,48,
shree samjubhai raghavbahi kavani mahila english medium commerce college  (Id: C-60575),7.64516129,,110,
"Shree Santkrupa Institute of Engineering And Technology, (B. Tech.)  (Id: C-58643)",17.77777778,,0,
SHREE SAPTHAGIRI INSTITUTE OF NURSING SCIENCES (Id: C-54949),10.66666667,,81,
SHREE SARASWATI ARTS COMMERCE AND SCIENCE COLLEGE MEMADPUR  (Id: C-61455),25,,0,
SHREE SARASWATI COLLEGE OF NURSING  (Id: C-54055),46.5,,19,
"Shree Saraswati Institute Of Pharmacy, Tondavali (Id: C-59483)",160,,0,
SHREE SARASWATI KANYA KELAVANI MADAL SANCHALIT COLLEGE OF NURSING (Id: C-57560),5.1875,,82,
"SHREE SARASWATI NURSING COLLEGE, BHUTAVAD (Id: C-14059)",11.85714286,,57,
"SHREE SARASWATI SHIKSHAN MAHAVIDHYALAY,BHUTVAD(TA.-DHORAJI) (Id: C-949)",25.5,,137,
"Shree Sarayu Ramanand Sanskrit Mahavidyalaya, Ahmedabad (Id: C-1114)",77.33333333,,7,
Shree Sardar Vallabhbhai Patel B.B.A. College (Id: C-7144),12.375,,0,
Shree Sarvoday Education Foundation Trust Managed Law College.(kant) Deesa (Id: C-56040),26.85714286,,72,
Shree S. A. Surani Vidya Sankul - Smt. K K Shah Arts & Smt. L. B. Gunjariya Commerce College - Thara (Id: C-6684),5.681818182,,344,
"SHREE SATERI PISSANI EDUCATION SOCEITY'S  SHRI GOPAL GAONKAR MEMORIAL GOA MULTI FACULTY COLLEGE, DHARBANDORA (Id: C-49982)",9.625,,97,
"SHREE SATHYAM COLLEGE OF ENGINEERING AND TECHNOLOGY, SALEM (Id: C-45302)",12.0625,,9,
Shree Satsangi Saket Dham (721) K.J. Institute of Management (SFI)-Vadasma Di:Mehsana (Id: C-376),23,,0,
Shree Satya Ayurvedic Medical College And Hospital (Id: C-63289),57.66666667,,0,
"SHREE SATYA COLLEGE OF HIGHER EDUCATION, LODHIPUR RAJPUT (Id: C-45158)",12.75,,32,
"SHREE SATYA INSTITUTE OF MANAGEMENT, LODHIPUR RAJPUT, PALBARA, MORADABAD (Id: C-46080)",19.57142857,,8,
SHREE SAURABH SCIENCE COLLEGE (Id: C-56503),24.14285714,,281,
Shree SAVITRI DEVI MAHILA MAHAVIDYALAYA BALODA (Id: C-59607),15.2,,0,
"SHREE SESHACHALA DEGREE COLLEGE, PUTTUR (Id: C-48331)",11.26315789,,19,
"SHREE SEVANTILAL TRIBHOVANDAS JAVERI ARTS COLLEGE, GADH (Id: C-6844)",28,,55,
"Shree Shankaracharya Abhinav Sacchidanand Teerth Sanskrit Mahavidyalaya, Dwarka (Id: C-1128)",7.40625,,7,
Shree Shankar Naraya Education Trusts Rohidas Patil Institute of Management Studies At Navghar Bhayandar(E) Dist Thane (Id: C-33613),0,,73,
SHREE SHARDA COLLEGE OF EDUCATION (Id: C-60065),57.33333333,,0,
SHREE SHARDA COLLEGE OF NURSING (Id: C-60915),6,,40,
"SHREE SHARDAPEETH ARTS,COMM.& EDUCATION COLLEGE-DWARKA (Id: C-896)",12,,138,
Shree Sharvoday Education Foundation Trust managed Arts AND Commerce College (Id: C-60152),0,,0,
"SHREE SHIVAYOGEESHWAR DEGREE COLLEGE, INCHAL. (Id: C-51606)",11.22222222,,107,
Shree Shree Gourgovinda Girls'  College (Id: C-9375),51.6,,92,
